ID	Qwen3 8B	GPT	Qwen3 32B	Year	Decade	Period	Century	Author	Journal
rspb_1985_0045	Biology	Biology	Biology	1985	1980	1950	1900	D. I. Vaney|H. B. Barlow,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rsta_1986_0060	Physics	Physics	Physics	1986	1980	1950	1900	R. W. Joyner|Sir Ronald Mason,F. R. S.|C. N. R. Rao,F. R. S.|N. Sheppard,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspa_1981_0166	Mathematics	Mathematics	Mathematics	1981	1980	1950	1900	L. Marder|Sir Hermann Bondi,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspa_1967_0069	Chemistry	Chemistry	Chemistry	1967	1960	1950	1900	D. O. Hayward|D. A. King|F. C. Tompkins,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspl_1881_0038	Medicine	Biology	Physics	1881	1880	1850	1800	William Spottiswoode,R. S.|J. Fletcher Moulton,F. R. S.	Proceedings of the Royal Society of London
111690	Biology	Biology	Biology	1859	1850	1850	1800	Lionel S. Beale	Proceedings of the Royal Society of London
rspa_1962_0028	Earth Sciences	Earth Sciences	Earth Sciences	1962	1960	1950	1900	Sir Edward Bullard,F. R. S.|G. E. R. Deacon,F. R. S.|F. S. Russell,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rsta_1993_0048	Chemistry	Chemistry	Chemistry	1993	1990	1950	1900	T. Tarnai|S. IIjima|J. P. Hare|P. W. Fowler|H. W. Kroto|A. L. Mackay|G. Turner|D. R. M. Walton	Philosophical Transactions of the Royal Society of London. Series A: Physical and Engineering Sciences
rspb_1937_0044	Biology	Biology	Biology	1937	1930	1900	1900	B. H. Crawford,M. Sc.,A. Inst. P.|Sir John Parsons,F. R. S.	Proceedings of the Royal Society of London. Series B - Biological Sciences
rspl_1882_0009	Mathematics	Mathematics	Mathematics	1882	1880	1850	1800	William Spottiswoode,Pres. R. S.	Proceedings of the Royal Society of London
105921	Astronomy	Astronomy	Astronomy	1770	1770	1750	1700	Prince Masserano	Philosophical Transactions (1683-1775)
rsta_1888_0006	Mathematics	Mathematics	Mathematics	1888	1880	1850	1800	J. J. Walker,M. A.,F. R. S.	Philosophical Transactions of the Royal Society of London. (A.)
rstb_1991_0038	Biology	Biology	Biology	1991	1990	1950	1900	John A. Robinson|A. R. Fersht|David Gani	Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences
rspa_1956_0166	Mathematics	Mathematics	Mathematics	1956	1950	1950	1900	W. L. Edge|J. A. Todd,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspb_1957_0010	Biology	Biology	Biology	1957	1950	1950	1900	Sylvia Fitton Jackson|J. T. Randall,F. R. S.	Proceedings of the Royal Society of London. Series B - Biological Sciences
rsta_1996_0019	Physics	Physics	Mathematics	1996	1990	1950	1900	Thomas J. Bridges|Professor F. T. Smith	Philosophical Transactions of the Royal Society of London. Series A: Mathematical, Physical and Engineering Sciences
rspb_1995_0197	Biology	Biology	Biology	1995	1990	1950	1900	Philippe B\#xE9,h\#xE9,|Peter Stern|David J. A. Wyllie|Mohammed Nassar|Ralf Schoepfer|David Colquhoun	Proceedings of the Royal Society of London. Series B: Biological Sciences
rspa_1964_0191	Chemistry	Chemistry	Chemistry	1964	1960	1950	1900	B. Stevens|M. S. Walker|G. Porter,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
105349	Engineering and Technology	Engineering and Technology	Engineering and Technology	1759	1750	1750	1700	Samuel Pullein	Philosophical Transactions (1683-1775)
rsbm_1994_0040	Biology	Biology	Biology	1994	1990	1950	1900	E. C. Slater,F. R. S.|Peter Dennis Mitchell	Biographical Memoirs of Fellows of the Royal Society
rspb_1905_0005	Physics	Biology	Physics	1905	1900	1900	1900	Horace T. Brown,LL. D.,F. R. S.|W. E. Wilson,D. Sc.,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspb_1925_0024	Biology	Biology	Biology	1925	1920	1900	1900	K. Furusawa.|Prof. A. V. Hill,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspb_1962_0060	Biology	Biology	Biology	1962	1960	1950	1900	W. A. Hemmings|R. E. Jones|F. W. R. Brambell,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspa_1949_0025	Physics	Physics	Physics	1949	1940	1900	1900	D. R. Bates|H. S. W. Massey,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1996_0141	Engineering and Technology	Engineering and Technology	Engineering and Technology	1996	1990	1950	1900	R. C. Copcutt|A. C. King|K. Kendall	Proceedings of the Royal Society of London. Series A: Mathematical and Physical Sciences
rsta_1927_0004	Mathematics	Physics	Mathematics	1927	1920	1900	1900	J. Topping,M. Sc.,D. I. C. |A. E. Ludlam,M. Sc.|Prof. S. Chapman,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Containing Papers of a Mathematical or Physical Character
rspa_1951_0204	Physics	Physics	Physics	1951	1950	1950	1900	P. A. M. Dirac,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rsbm_1941_0025	Engineering and Technology	Engineering and Technology	Engineering and Technology	1941	1940	1900	1900	C. A. Edwards|Henry Cort Harold Carpenter	Obituary Notices of Fellows of the Royal Society
108077	Biology	Biology	Biology	1834	1830	1800	1800	Richard Owen	Philosophical Transactions of the Royal Society of London
110590	Astronomy	Astronomy	Astronomy	1837	1830	1800	1800	James Ivory	Abstracts of the Papers Printed in the Philosophical Transactions of the Royal Society of London
103284	Medicine	Medicine	Medicine	1708	1700	1700	1700	R. Mead	Philosophical Transactions (1683-1775)
rspb_1942_0024	Medicine	Medicine	Medicine	1942	1940	1900	1900	R. B. Whittington,M. Sc.|H. S. Raper,F. R. S.	Proceedings of the Royal Society of London. Series B - Biological Sciences
rspa_1986_0048	Biology	Biology	Biology	1986	1980	1950	1900	Sir Andrew Huxley,P. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspl_1897_0066	Physics	Physics	Physics	1897	1890	1850	1800	J. G. Leathem,B.A.|Sir Robert S. Ball,F. R. S.	Proceedings of the Royal Society of London
rsta_1981_0105	Earth Sciences	Earth Sciences	Earth Sciences	1981	1980	1950	1900	J. F. Dewey|B. F. Windley|S. Moorbath,F. R. S.|B. F. Windley	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspb_1985_0084	Biology	Biology	Medicine	1985	1980	1950	1900	C. J. Marshall|K. Vousden|B. Ozanne|W. F. Bodmer,F. R. S.|R. Weiss|J. Wyke	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspl_1883_0082	Miscellaneous	Humanities	Miscellaneous	1883	1880	1850	1800		Proceedings of the Royal Society of London
rsta_1975_0026	Physics	Physics	Physics	1975	1970	1950	1900	A. Phillips|P. V. E. McClintock|W. F. Vinen,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspl_1901_0054	Physics	Physics	Physics	1901	1900	1900	1900	G. F. C. Searle,M. A.|T. G. Bedford,M. A.|Professor J. J. Thomson,F. R. S.	Proceedings of the Royal Society of London
rsta_1985_0049	Physics	Physics	Physics	1985	1980	1950	1900	A. C. Scott|M. Tabor|Sir Michael Atiyah,F. R. S.|J. D. Gibbon|G. Wilson	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspa_1929_0102	Physics	Physics	Physics	1929	1920	1900	1900	H. T. Flint,D. Sc.|O. W. Richardson,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rsta_1973_0042	Earth Sciences	Earth Sciences	Earth Sciences	1973	1970	1950	1900	G. W. Lennon|T. F. Baker|Alan. H. Cook,F. R. S.|R. V. Jones,F. R. S.|G. C. P. King	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspa_1978_0034	Physics	Physics	Physics	1978	1970	1950	1900	M. B. Wise|L. E. H. Trainor |P. T. Matthews,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
102353	Humanities	Humanities	Humanities	1695	1690	1650	1600	Isaac Tzetzes	Philosophical Transactions (1683-1775)
rspa_1959_0189	Physics	Physics	Physics	1959	1950	1950	1900	Y. Nakagawa|S. Chandrasekhar,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1953_0199	Chemistry	Chemistry	Chemistry	1953	1950	1950	1900	J. A. Fejer|J. A. Ratcliffe,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rstb_1988_0003	Biology	Biology	Biology	1988	1980	1950	1900	R. J. Cook|G. D\#xC9,FAGO |R. R. M. Paterson|J. M. Lynch|D. Hornby|R. K. S. Wood,F. R. S. |M. J. Way	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rsnr_1984_0011	Humanities	Humanities	Humanities	1984	1980	1950	1900	Michael Hunter|Professor R. V. Jones,F. R. S. |Sir William Paton F. R. S.	Notes and Records of the Royal Society of London
111862	Chemistry	Chemistry	Chemistry	1860	1860	1850	1800	A. W. Hofmann	Proceedings of the Royal Society of London
rspb_1964_0076	Earth Sciences	Earth Sciences	Earth Sciences	1964	1960	1950	1900	P. Collenette|F. H. Fitch|E. J. H. Corner,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspa_1930_0062	Physics	Physics	Mathematics	1930	1930	1900	1900	G. Temple,Ph. D.|A. S. Eddington,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspb_1971_0089	Biology	Biology	Biology	1971	1970	1950	1900	J. V. Lake|N. W. Pirie,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rstb_1992_0012	Humanities	Biology	Humanities	1992	1990	1950	1900	Susan Carey|S. de Schonen|H. D. Ellis|V. Bruce|A. Cowey|A. W. Ellis|D. I. Perrett	Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences
rspa_1932_0034	Physics	Physics	Physics	1932	1930	1900	1900	W. Sucksmith|A. P. Chattock,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rsta_1980_0052	Engineering and Technology	Engineering and Technology	Engineering and Technology	1980	1980	1950	1900	R. Bacon|G. F. Modlen|B. McEnaney|T. H. Blakeley|G. Manfre|Sir Charles Frank,F. R. S.|W. Watt,F. R. S. |B. Harris|A. C. Ham	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rsta_1974_0006	Astronomy	Astronomy	Astronomy	1974	1970	1950	1900	R. R. Newton|D.G.. Kendall,F. R. S. |S. Piggott,F. B. A. |D. G. King-Hele,F. R. S.|I. E. S. Edwards,F. B. A. |F. R. Hodson	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rsbm_1972_0021	Miscellaneous	Humanities	Chemistry	1972	1970	1950	1900	L. Ruzicka|Arthur Stoll	Biographical Memoirs of Fellows of the Royal Society
104286	Astronomy	Astronomy	Astronomy	1739	1730	1700	1700	Mr. Crocker	Philosophical Transactions (1683-1775)
rstb_1977_0072	Biology	Biology	Biology	1977	1970	1950	1900	M. R. Payne|Sir Vivian Fuchs,F. R. S. |R. M. Laws	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rspa_1937_0169	Physics	Physics	Physics	1937	1930	1900	1900	F. F. H. Eggleston,B. Sc.|L. H. Martin,Ph. D.|T. H. Laby,F. R. S.	Proceedings of the Royal Society of London. Series A - Mathematical and Physical Sciences
rstl_1871_0020	Biology	Biology	Biology	1871	1870	1850	1800	Albert G\#xFC,nther,M. A.,Ph. D.,M. D.,F. R. S.	Philosophical Transactions of the Royal Society of London
112052	Biology	Biology	Biology	1863	1860	1850	1800	Gilbert W. Child	Proceedings of the Royal Society of London
107473	Medicine	Medicine	Medicine	1818	1810	1800	1800	Everard Home	Philosophical Transactions of the Royal Society of London
rspl_1877_0018	Earth Sciences	Earth Sciences	Earth Sciences	1877	1870	1850	1800	Balfour Stewart,LL. D.,F. R. S.	Proceedings of the Royal Society of London
104737	Earth Sciences	Earth Sciences	Earth Sciences	1749	1740	1700	1700		Philosophical Transactions (1683-1775)
rspb_1960_0092	Earth Sciences	Earth Sciences	Earth Sciences	1960	1960	1950	1900	D. H. Griffiths|R. F. King|A. I. Rees|A. E. Wright|F. W. Shotton,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
101809	Biology	Biology	Biology	1677	1670	1650	1600	Anthony Leeuwenhoeck	Philosophical Transactions (1665-1678)
rspb_1923_0016	Physics	Physics	Physics	1923	1920	1900	1900	Lord Rayleigh,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
101281	Biology	Medicine	Humanities	1668	1660	1650	1600		Philosophical Transactions (1665-1678)
rspa_1953_0060	Physics	Physics	Physics	1953	1950	1950	1900	G. E. Bacon|R. Street|R. H. Tredgold|L. F. Bates,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
106132	Humanities	Humanities	Humanities	1773	1770	1750	1700	John Swinton	Philosophical Transactions (1683-1775)
rspb_1933_0024	Biology	Biology	Biology	1933	1930	1900	1900	H. Munro Fox|J. Stanley Gardiner,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rstb_1993_0089	Biology	Biology	Biology	1993	1990	1950	1900	D. J. G. Gowing|W. J. Davies|C. L. Trejo|H. G. Jones|T. A. Mansfield|W. J. Davies|R. A. Leigh	Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences
rsnr_1970_0022	Humanities	Humanities	Humanities	1970	1970	1950	1900	Roy M. MacLeod|Sir Harold Hartley,F. R. S. |Professor R. V. Jones,F. R. S.	Notes and Records of the Royal Society of London
rspb_1920_0016	Biology	Biology	Biology	1920	1920	1900	1900	Lancelot T. Hogben,M. A. (Cantab.),B. Sc. |Prof. E. W. McBride,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rsta_1984_0101	Physics	Physics	Physics	1984	1980	1950	1900	D. A. B. Miller|S. D. Smith,F. R. S.|A. Miller|B. S. Wherrett	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspa_1970_0164	Engineering and Technology	Engineering and Technology	Engineering and Technology	1970	1970	1950	1900	J. I. Goatham|A. H. Cottrell,F. R. S.|A. Kelly	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspa_1968_0183	Physics	Engineering and Technology	Engineering and Technology	1968	1960	1950	1900	F. J. Weinberg|A. R. Ubbelohde,F. R. S.|T. M. Sugden,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspb_1986_0051	Biology	Biology	Biology	1986	1980	1950	1900	T. V. Callaghan|A. D. Headley|B. M. Svensson|Li Lixian|J. A. Lee|D. K. Lindley|J. L. Harper,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspa_1985_0041	Physics	Physics	Chemistry	1985	1980	1950	1900	R. F. Egerton|B. G. Williams|T. G. Sparrow|J. M. Thomas,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspa_1974_0018	Physics	Physics	Physics	1974	1970	1950	1900	S. F. Edwards,F. R. S.|J. B. Taylor,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rsbm_1996_0027	Miscellaneous	Medicine	Humanities	1996	1990	1950	1900	R. G. Edwards,C. B. E.,F. R. S. |Patrick Christopher Steptoe,C. B. E.	Biographical Memoirs of Fellows of the Royal Society
rspa_1935_0187	Chemistry	Chemistry	Chemistry	1935	1930	1900	1900	C. F. Goodeve|A. W. C. Taylor|F. G. Donnan,F. R. S.	Proceedings of the Royal Society of London. Series A - Mathematical and Physical Sciences
102716	Biology	Medicine	Medicine	1706	1700	1700	1700	Archibald Adams	Philosophical Transactions (1683-1775)
110259	Earth Sciences	Earth Sciences	Earth Sciences	1830	1830	1800	1800	J. W. Lubbock	Abstracts of the Papers Printed in the Philosophical Transactions of the Royal Society of London
rspb_1926_0044	Biology	Biology	Biology	1926	1920	1900	1900	A. C. Downing|R. W. Gerard|A. V. Hill,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspa_1935_0027	Physics	Physics	Engineering and Technology	1935	1930	1900	1900	C. Sykes,Ph. D.,M. Sc.|W. L. Bragg,F. R. S.	Proceedings of the Royal Society of London. Series A - Mathematical and Physical Sciences
rspl_1877_0046	Chemistry	Medicine	Chemistry	1877	1870	1850	1800	F. W. Pavy,M. D.,F. R. S.	Proceedings of the Royal Society of London
rsnr_1946_0003	Miscellaneous	Miscellaneous	Miscellaneous	1946	1940	1900	1900		Notes and Records of the Royal Society of London
rsta_1900_0029	Physics	Physics	Engineering and Technology	1900	1900	1900	1900	J. A. Ewing,F. R. S.|Walter Rosenhain,B. A.	Philosophical Transactions of the Royal Society of London. Series A, Containing Papers of a Mathematical or Physical Character
rspa_1961_0081	Physics	Physics	Physics	1961	1960	1950	1900	E. H. Smith|D. E. Stone|Sir Geoffrey Taylor,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
